Provider ID,Payment measure ID,Payment category,Lower estimate,Higher estimate,Value of care display name,Value of care category
281339,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281339,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,271 ","$28,180 ",Value of Care hip/knee replacement measure,Average complications and higher payment
281339,PAYM_30_PN,No Different than the National Average Payment,"$14,250 ","$17,957 ",Value of Care Pneumonia measure,Average mortality and average payment
281340,PAYM_30_AMI,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281340,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281340,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281340,PAYM_30_PN,No Different than the National Average Payment,"$16,162 ","$22,044 ",Value of Care Pneumonia measure,Average mortality and average payment
281341,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281341,PAYM_30_HF,No Different than the National Average Payment,"$14,329 ","$19,551 ",Value of Care Heart Failure measure,Average mortality and average payment
281341,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281341,PAYM_30_PN,No Different than the National Average Payment,"$13,011 ","$17,445 ",Value of Care Pneumonia measure,Average mortality and average payment
281342,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281342,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281342,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$17,827 ","$21,927 ",Value of Care hip/knee replacement measure,Average complications and lower payment
281342,PAYM_30_PN,No Different than the National Average Payment,"$15,896 ","$20,748 ",Value of Care Pneumonia measure,Average mortality and average payment
281343,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281343,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281343,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281343,PAYM_30_PN,No Different than the National Average Payment,"$13,615 ","$19,082 ",Value of Care Pneumonia measure,Average mortality and average payment
281344,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281344,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281344,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$17,283 ","$20,218 ",Value of Care hip/knee replacement measure,Average complications and lower payment
281344,PAYM_30_PN,Less than the National Average Payment,"$10,853 ","$14,791 ",Value of Care Pneumonia measure,Average mortality and lower payment
281345,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281345,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281345,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281345,PAYM_30_PN,No Different than the National Average Payment,"$16,877 ","$22,001 ",Value of Care Pneumonia measure,Average mortality and average payment
281346,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281346,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281346,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281346,PAYM_30_PN,Greater than the National Average Payment,"$17,974 ","$24,375 ",Value of Care Pneumonia measure,Average mortality and higher payment
281347,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281347,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281347,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281347,PAYM_30_PN,Greater than the National Average Payment,"$20,923 ","$27,677 ",Value of Care Pneumonia measure,Average mortality and higher payment
281348,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281348,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281348,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281348,PAYM_30_PN,Greater than the National Average Payment,"$19,207 ","$24,573 ",Value of Care Pneumonia measure,Average mortality and higher payment
281349,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281349,PAYM_30_HF,No Different than the National Average Payment,"$15,699 ","$21,646 ",Value of Care Heart Failure measure,Average mortality and average payment
281349,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,548 ","$26,418 ",Value of Care hip/knee replacement measure,Average complications and average payment
281349,PAYM_30_PN,No Different than the National Average Payment,"$15,818 ","$20,129 ",Value of Care Pneumonia measure,Average mortality and average payment
281350,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281350,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281350,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281350,PAYM_30_PN,No Different than the National Average Payment,"$16,635 ","$21,849 ",Value of Care Pneumonia measure,Average mortality and average payment
281351,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281351,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281351,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281351,PAYM_30_PN,Number of Cases Too Small,Not Available,Not Available,Value of Care Pneumonia measure,Not Available
281352,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281352,PAYM_30_HF,No Different than the National Average Payment,"$14,499 ","$19,372 ",Value of Care Heart Failure measure,Average mortality and average payment
281352,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,185 ","$25,018 ",Value of Care hip/knee replacement measure,Average complications and higher payment
281352,PAYM_30_PN,No Different than the National Average Payment,"$16,703 ","$21,682 ",Value of Care Pneumonia measure,Average mortality and average payment
281353,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281353,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281353,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,887 ","$26,538 ",Value of Care hip/knee replacement measure,Average complications and average payment
281353,PAYM_30_PN,No Different than the National Average Payment,"$17,307 ","$22,510 ",Value of Care Pneumonia measure,Average mortality and average payment
281354,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281354,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281354,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281354,PAYM_30_PN,No Different than the National Average Payment,"$14,006 ","$18,287 ",Value of Care Pneumonia measure,Average mortality and average payment
281355,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281355,PAYM_30_HF,No Different than the National Average Payment,"$13,645 ","$18,436 ",Value of Care Heart Failure measure,Average mortality and average payment
281355,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281355,PAYM_30_PN,No Different than the National Average Payment,"$14,353 ","$18,789 ",Value of Care Pneumonia measure,Average mortality and average payment
281356,PAYM_30_AMI,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281356,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281356,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281356,PAYM_30_PN,No Different than the National Average Payment,"$13,888 ","$18,333 ",Value of Care Pneumonia measure,Average mortality and average payment
281357,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281357,PAYM_30_HF,No Different than the National Average Payment,"$12,887 ","$17,531 ",Value of Care Heart Failure measure,Average mortality and average payment
281357,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,066 ","$24,644 ",Value of Care hip/knee replacement measure,Average complications and average payment
281357,PAYM_30_PN,Less than the National Average Payment,"$12,135 ","$15,510 ",Value of Care Pneumonia measure,Average mortality and lower payment
281358,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281358,PAYM_30_HF,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Failure measure,Not Available
281358,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281358,PAYM_30_PN,Less than the National Average Payment,"$11,797 ","$16,128 ",Value of Care Pneumonia measure,Average mortality and lower payment
281359,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281359,PAYM_30_HF,No Different than the National Average Payment,"$14,696 ","$20,160 ",Value of Care Heart Failure measure,Average mortality and average payment
281359,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
281359,PAYM_30_PN,No Different than the National Average Payment,"$15,954 ","$20,304 ",Value of Care Pneumonia measure,Average mortality and average payment
281360,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
281360,PAYM_30_HF,No Different than the National Average Payment,"$14,387 ","$19,033 ",Value of Care Heart Failure measure,Average mortality and average payment
281360,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$18,878 ","$23,038 ",Value of Care hip/knee replacement measure,Average complications and average payment
281360,PAYM_30_PN,No Different than the National Average Payment,"$15,120 ","$18,495 ",Value of Care Pneumonia measure,Average mortality and average payment
281361,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
