Provider ID,Hospital Name,Address,City,State,ZIP Code,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
231321,BELL HOSPITAL,901 LAKESHORE DRIVE,ISHPEMING,MI,49849,9064864431,Critical Access Hospitals,Proprietary,Yes,Y,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Below the national average
231322,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,14700 LAKESHORE DRIVE,CHARLEVOIX,MI,49720,2315474024,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
231323,SPECTRUM HEALTH REED CITY HOSPITAL,"300 N PATTERSON, PO BOX 75",REED CITY,MI,49677,2318323271,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
231324,EATON RAPIDS MEDICAL CENTER,1500 S MAIN STREET,EATON RAPIDS,MI,48827,5176632671,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Not Available,Not Available
231325,MIDMICHIGAN MEDICAL CENTER-GLADWIN,515 QUARTER STREET,GLADWIN,MI,48624,9894269286,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
231326,SPARROW CLINTON HOSPITAL,805 S OAKLAND,SAINT JOHNS,MI,48879,9892246881,Critical Access Hospitals,Proprietary,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
231327,HAYES GREEN BEACH MEMORIAL HOSPITAL,321 E HARRIS STREET,CHARLOTTE,MI,48813,5175431050,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
231328,ALLEGAN GENERAL HOSPITAL,555 LINN STREET,ALLEGAN,MI,49010,2696864101,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
231329,CARO COMMUNITY HOSPITAL,401 N HOOPER STREET,CARO,MI,48723,9896733141,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average
231330,MARLETTE REGIONAL HOSPITAL,2770 MAIN STREET,MARLETTE,MI,48453,9896354000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
231331,SPARROW IONIA HOSPITAL,3565 S STATE ROAD,IONIA,MI,48846,6165274200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
231332,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,MI,49079,2696571400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
231333,ASPIRUS IRONWOOD HOSPITAL,N10561 GRAND VIEW LANE,IRONWOOD,MI,49938,9069322525,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Above the national average,Same as the national average,Not Available,Same as the national average,Same as the national average
231334,PROMEDICA HERRICK HOSPITAL,500 E POTTAWATAMIE STREET,TECUMSEH,MI,49286,5174243000,Critical Access Hospitals,Government - Federal,Yes,Y,4,Same as the national average,Not Available,Above the national average,Not Available,Same as the national average,Same as the national average,Same as the national average
231337,ST FRANCIS HOSPITAL,3401 LUDINGTON ST,ESCANABA,MI,49829,9067863311,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
231338,SPECTRUM HEALTH GERBER MEMORIAL,212 S SULLIVAN ST,FREMONT,MI,49412,2319243300,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
233300,CHILDRENS HOSPITAL OF MICHIGAN,3901 BEAUBIEN STREET,DETROIT,MI,48201,3137455437,Childrens,Proprietary,Yes,Y,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
240001,NORTH MEMORIAL MEDICAL CENTER,3300 OAKDALE NORTH,ROBBINSDALE,MN,55422,7635205200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
240002,ESSENTIA HEALTH ST MARYS MEDICAL CENTER,407 EAST THIRD STREET,DULUTH,MN,55805,2187864000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
240004,HENNEPIN COUNTY MEDICAL CENTER 1,701 PARK AVENUE,MINNEAPOLIS,MN,55415,6128733629,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
240006,OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,ROCHESTER,MN,55904,5072872761,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Not Available,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
240010,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,5072555123,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
240014,NORTHFIELD HOSPITAL,2000 NORTH AVENUE,NORTHFIELD,MN,55057,5076461001,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Not Available
240018,MAYO CLINIC HEALTH SYSTEM - RED WING,"701 HEWITT BOULEVARD, PO BOX 95",RED WING,MN,55066,6512675000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
240019,ESSENTIA HEALTH DULUTH,502 EAST SECOND STREET,DULUTH,MN,55805,2187862806,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,Not Available,Above the national average,Not Available,Same as the national average,Same as the national average,Not Available,Same as the national average
240020,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD AVENUE,CAMBRIDGE,MN,55008,7636897700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
240022,SANFORD WORTHINGTON MEDICAL CENTER,1018 SIXTH AVENUE PO BOX 997,WORTHINGTON,MN,56187,5073723110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
240030,DOUGLAS COUNTY HOSPITAL,111 17TH AVENUE EAST,ALEXANDRIA,MN,56308,3207621511,Acute Care Hospitals,Government - Local,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,SAINT CLOUD,MN,56303,3202512700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
240038,UNITED HOSPITAL,333 NORTH SMITH AVENUE,SAINT PAUL,MN,55102,6512418000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,750 EAST 34TH ST,HIBBING,MN,55746,2183626730,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,56007,5073776452,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
240044,WINONA HEALTH SERVICES,855 MANKATO AVENUE,WINONA,MN,55987,5074543650,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Not Available
240047,ST LUKES HOSPITAL,915 EAST 1ST STREET,DULUTH,MN,55805,2182495555,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
